text,label
"Disappointed in my experience with this company. Y'all need to get out of the Stone age and start taking care of your employees. Kids out of high school making 14 bucks an hour at Price chopper, yet LCT struggles to pay there skilled employees close to that. Super disappointing considering all the people I worked with we're awesome. Wonder why turn over rate is so high. Greedy",0
My Favorite Thrift Store. It Is So Cheap,0
Great place to bring the family and pick apples. Wagons for the small kids to ride in and don't forget your cider,0
"Recently updated, new bulk foods area. Produce and fruits are always being rotated. Butcher counter is great staff is very knowledgeable  and accommodating.",0
Planet fitness is there good place to workout affordable prices,0
Small shop. Sell a lot of sweets.,0
Found a couple of good PS3 games for under $25,0
"The food is good But they are slow getting the order to the table and the last time I went ,the one who took my order was rude. So I won't be going back",0
A great place to find organic and gmo-free food for a good low price.,0
"Awesome staff, relaxing environment, and great work on the nails.",0
Great place to have your toes done!,0
Mullet game is strong,0
"Nice small store with beverages, shall grocery items, deli section, meats, desserts and more. Stop in for Lisa or Bob to make you a sandwich! They are very friendly and welcoming!",0
I remember when this spot used to be Bingo's.  The interior has certainly been updated and the pizza is still just a good.  It brought back great memories.,0
Outstanding customer service. Great deal,0
"Great deli, fresh baked goodies, and very nice folks.",0
This place is a 'best kept secret.'  It is one of the best small restaurants in northern Vermont,0
"They were out of old fashion doughnuts but the barista was nice, the coffee was ok.",0
"Great experience all around! From a ""unique"" table experience at the top of the caboose, to the amazing food. Everything was spectacular! The staff were very friendly and accommodating. Definitely a place to go back to.",0
"Best liquor store in Vermont! The owner Christian is an incredibly knowledgeable and helpful source of information on all things beer wine and spirits.  I look forward to coming here for my booze on every trip to Vermont.

Great beer on tap for growlers and unique craft beers from across New England.",0
Good smamwichs. 😁😁,0
Love it.,0
Large showroom. Friendly staff. Loved the chocolate!,0
"The local store verses the online app. 🤔
The store on the phone, and when dealing with the delivery drivers has been pretty fair, and strait forward. We can't say with all honesty that Dominos is our 1st choice for pizzas.  Flavor, and size, along with some of the unique character of some of the local places are very hard to compare to, but Dominos is a like a reliable old friend, when you want them, they are there and never disappoint.
The app, now that has been a big dissapointment that I keep saying I'll give it another try before I remove it from my phone.
They really need to do some more field testing, and get feedback from picky users to fine tune & tweak this.",0
Delicious hand made pies with local beef and quality beer and cider,0
Agway is just a good place to shop.,0
Be ready to take a nap after!!,0
"Upper pass beer is awesome,  tacos were really good, but seemed a little pricey for what you got.   Tacos are pretty small and are 6 to 7 each.",0
The waitress was very helpful,0
Wish they had mens sneakers but they always got something I don't need but guta have.,0
The maple creemies were Epic as described. Honey lavender is also legit. Worth the trip.,0
"Great food, great atmosphere.",0
This little shop provides everything Maple and more. Brought back nice treats to share with the family.,0
The best place to grab a bite to eat during the summer,0
"Always a favorite place to stop off. If they don't have what you're looking for for your kitchen, you probably don't actually need it. In the later fall they set up the farmers market inside.",0
Brought our niece and nephew and found the best selection of a la carte candy!,0
Awesome place,0
go there@,0
One of my favorite places to drop a line.,0
This is the best Chinese food you will eat in america... I am not even kidding. Their prices are so low and the quality of food is higher than 5 star restaurants. Don't go anywhere else.,0
Best toy store anywhere.,0
Was amazing!!! Volcano roll 😍😍😍,0
The friendliest most loving vet ive ever been too. Ill never take my baby girl anywhere else!,0
They served 950 people Thanksgiving dinner. Congratulations. You rock.,0
The best gas prices in the kingdom that you do not have to pump yourself.,0
Good local Italian/Greek restaurant,0
"This is great place for meats.... The only place we go.... Special orders, cuts.... Good prices, tender meats, and good service....",0
"Delicious breakfast and lunch options, friendly staff, and prompt orders. We've never gotten something we didn't love, including their cinnamon buns, biscuits and sausage gravy, and cinnamon bun French toast, coffee cake, chai, and hot chocolate. One of the best breakfast places around!",0
We just had New Year's Day brunch at Pauline's as a first dining experience. I had eggs Benny and my boyfriend had the French toast. Both were very flavourful. The service was prompt and friendly and the price very moderate for the quality. A true hidden gem. We will definitely be back!!,0
Always great! They fit us in at the last minute and were very gracious. Server was super friendly. We love this place!,0
"Easy in and out. Friendly staff and awesome burger and fries.
Eat here...do it, it's that good!",0
Outside looks about as good as the food tasted......it was awful one of worst places I've ever eaten......no taste on the pork fried rice and the general tso was worst ive had.....the 3 others I was with agree with me 100%!!!!,0
This place incredible! Excellent service and delicious subs made to order.,0
"Great service, nice folks.",0
"I have nothing but complementary things to say about this establishment.  The best part is, from the owner Tim, down to Barbara the waitress of 40+ years, they were amazing.  Brian the cook served up some of the best food Vermont has to offer.  We were just there for the Maura Murray gathering, and they did a superb job.  If I could give 10 stars I would. The wife and I, will be back many times to come.  A++++",0
"Prices are a little high, and trade ins work like gamestop's, but overall a really diverse and well managed store",0
Great cable Company,0
Amazing food.,0
Rather not bad experience all the way around,0
Great food and friendly staff! I love to get it a few times a week!,0
"Very nice store.  Clean, lots of different products you dont see elsewhere.",0
"A small local Asian grocery (soon to be relocating to the back of the building into a much larger space.)  Amazingly good and cheap greens, fresh veggies and fruits.  Does special orders and manages to stuff a very wide range of basics and some hard to find items on the shelves.",0
Amazing clean fresh options,0
"I recommend Shearer to anyone, they have helped me to get my business started. Without their help my business wouldn't be thriving. Thanks Shearer  for helping me with a reliable vehicle for my business:) they rock.

Abov3 is my previous review. Car i bought for 6 grand died in less than a year. Dint go there for a used car. And rhey did nothing ti make it right. They offered me 500 bucks for trade in on a car they charged me 6 grand for a year ago. Go to toyota heritage is way better right across the st. I bought a brand new car this time",0
Excellent location and great food,0
"The food was cheap and very great! If you like diner style food for a Sunday brunch, I recommend!",0
"Friendly, helpful staff. Great place for gifts.",0
The market on Wednesday is a nice place to wonder around.,0
great service today. short wait times and really friendly staff. I give 5 stars for sure,0
Amazing,0
Great food for a great price. I have used them for over 25 years.,0
Love the girls in mallets bay. Very kind and pleasant,0
"Much appreciated - fast, friendly service. Was in, out and done with my project within the hour!",0
"The staff is friendly, and the food and drinks are just Okay.Nice place in DESPERATE need of an overhaul! If the dining area looks the way it does, I never wanna see the kitchen.",0
Lots of fun!,0
"My goto. Very fast service, the food is always piping hot. Highly recommended",0
"I am not much of a juice connoisseur, but I didn't notice the proprietors upped their coffee game after 9-12 months in this location. This was badly needed as WRJ lacks a traditional coffee shop. The ambience, service and food is fantastic.",0
They do  good work for a good price.,0
The nicest small town big market ever! I live 7miles away and utilize this market often because the staff really care about your shopping experience. Fresh produce and many local products to select from make this market a one stop source for everything on the list. I am a huge fan of this place because it feels like a step back in time.,0
Great fun atmosphere,0
Great service we had fresh fried clams in Killington what a treat,0
Best chinese food around and the people who own it are very friendly and nice. Very consistent. Always pleased.,0
Great food needs more private dinning space,0
"Awesome park with a cute disc golf course, basketball court, tennis court and play place! Wonderfully maintained and clean! Worth the visit for sure!!!!",0
"Great food. Our server was personable and attentive even with a full restaurant. Having many years in hospitality, I am always grateful when the business is full and the food is fresh. Will return again and again.",0
A Caring Vet. that listens.,0
"The place wasn't exactly spotless. The beef teriyaki was pretty good. The crab rangoons were chewy. The General Tso's had some hard pieces in it, like the chicken was overdone. The fried rice was so bad that I couldn't even eat it. Tasted like processed plastic.",0
Great little park!,0
On the small side for a supermarket.,0
Great food,0
Good food and service,0
"I LOVE KART AMD IT'S SELECTION AND PRICES. OUT BEATS WALMART ANY DAY. I will always go a bit out of my way to KMART than to stoop to Walmart. Clean, nice store.",0
Good prices.,0
"I love this place. Awesome food, good prices and good staff!
I eat from here more often than any others in Saint Albans. Although all of the places in Saint Albans are great too! This is the go to if wonderng where to go locally!",0
Love the place,0
"This is an absolutely gorgeous church - and its people have been so welcoming and friendly to me, a newcomer from California. Some of the high Mass services are incredible - especially because of the choir!",0
Best barber shop in Burlington! Ask for Calvin (I might be a little bias here. I'm sure all the staff are great). Good conversation and better haircuts,0
I am literally here every other day and have enjoyed interacting with the employees. Food freshness and variety is awesome.  Good international food choices.,0
Nice park.  Nice ice skating,0
"(Translated by Google) Excellent

(Original)
Exelente",0
Nice store for basic / necessities. Helpful staff but store where I’ve seen the most unmasked people let in to shop. Careful!,0
Good Coffee & Good Service,0
Need your car fixed. This is the place to go. Excellent,0
OK little general store with all the basics but totally reeks of liberalism.,0
It's pretty strange. I can't believe this is a thing but it is.,0
Good store. Quick in and out the door,0
Great people great service ad well as the price of the labor,0
"Nice bright and well stocked with top quality name brand bakery goods. They have lots of snacks, jellies, even milk. All at low low prices. The people are always friendly and prompt too.",0
"Came in for a VT inspection, started in time, finished early, delightful service. You should give them a shot.",0
"Great place with a good selection of clothing, household and accessories.",0
Very helpful and knowledgeable.,0
A haven of peacefull being.Beautiful views and location.,0
Such a beautiful looking church,0
"I love this place! The people are great, kind, and understanding. The dentists as well as the hygienists are all great at their jobs, very kind, and extremely personable.  I wouldn't recommend any other place in the area. They do the best work hands down. I can't wait until my next appointment. I love this place and the people. Also I love going to the dentist,  as should everyone else. Especially this place. My teeth look amazing because of their work! The people who work in this office make it feel like a home away from home! I'd give this place 100 STARS if I could.

~Cory Carpenter",0
UPDATE THE HOURS ON YOUR SITE. JUST DROVE ALL THE WAY FROM MY HOUSE AT 4 IN THE MORNING LIKE THE WEBSITE SAID JUST FOR THEM TO BE THE EXACT OPPOSITE OF OPEN. DO YOU KNOW WHAT THAT IS? CLOSED. NOW I HAD TO GO HOME WITH NO SAUSAGE MCGRIDDLE OR HASH BROWNS AND CANT EVEN SLEEP. THANKS A LOT. WORST PLACE EVER.,0
Quick and affordable,0
"A must go for sandwich lovers! The workers are nice, enthusiastic young adults who do nothing but make sure the customer is happy. Didn’t pay too much attention to the drink selection but they had plenty of local IPAs to choose from along with plenty of wine.",0
"Service reps helped me on oil change advice, I got my K & N filter cleaner from them",0
Love this place. Nice views and mountain biking.,0
"Nice selection of playground equipment for kids. Clean park and friendly people seem to frequent the park. No water or restrooms. Also a general lack of shade.  Still, overall, a nice place to take the kids.",0
Fast and accurate despite the very long line.,0
"Only clothing store in town for boys clothes, but they have zero selection and no shoes. Learn your market and cater to the customers!",0
Visited this place for the first time the other week. Have heard my coworkers talk highly of this place and it did not disappoint. The food was delicious. Hot. And kept you wanting more.  Will definitely be back. Highly recommended.,0
Home brew supplies and a great beer selection!,0
Friendly staff and a great selection for a small store!,0
"The food was on point we got the bread pudding, pizza and shepards pie all was delicious",0
Usual DD,0
"Sorry got to be honest . Interior is old and dirty very dated pics on the wall with old food on them the carpet is dirty. Hand written signs are yellowing from age.
Pizza was fair slightly warm.",0
Awesome breakfast sandwiches.  Remember to add a hashbrown!!,0
"While initially looking at the iPhone sR, Drew pointed out the camera quality differences of the iPhone sx or s10; having over 9000 photos on our old phone one knows right off we take more pictures than make phone calls! I've listened to store personnel at Walmart in two locations and they are ID10t's compared to the knowledge these guys have!!!",0
"Excellent breakfast, great surfer style atmosphere and fare.",0
Pizza 😍,0
The washing technology hasn't been updated in years. The automated bays have only one wash arm whereas I've been to other places where there are two. Hence it takes a really long time and there's often a long line. Also the name of the wash on the sign doesn't match the name of the wash that the automated voice announces that you purchased. Longer vehicles like suburbans can cause the wash to go offline and then you'll be trapped inside. that's because there isn't enough room for the arm to go behind the vehicle. Maybe if people pulled up further that wouldn't be an issue. I don't think there's anything to indicate to the driver to pull up further though. I waited 20 minutes and then a suburban got stuck in there and I was just done. Had to ask the people behind me to back up so I could back up and then leave. At least the attendant that I called said he would refund the $12 I paid for the wash I didn't get. He also offered a $16 wash but I wasn't going to drive the 15 minutes to get there. I wish the Burlington Vermont area had more car washes.,0
"Pretty damn good but as a jersey boy their bagels could be bigger, they season them well and all the sandwiches are made really well. However their eggs arnt made from a pan, didn't make much of a difference to me.",0
Very well-run place. Good food,0
Fast and healthier,0
Very slow check out everytime,0
Great spot for walking dogs,0
"Clean, safe, beautiful layout",0
"This place is awesome. I love how I can come in and practice my basket ball skills for free. This is an amazing place to go for basket ball, working out, and it makes a great social hang out spot. I can say almost any student would love it here from grades 4-12.",0
One of my favorite stores the gentlemen that work they are nice and funny they make your experience there fun. I have brought two guns from them and I will definitely buy more. THANK YOU SO MUCH GUYS!,0
Some staff is rude,0
Cob salad isnt a cob salad,0
Always great food,0
Best pizza in 3 Counties hands down!  Authentic Italian Style Pizza and Cuisine.  The staff is friendly and helpful too!,0
"Fast in and out. Good selection. Friendly, knowledgeable staff.",0
"I called multiple Chimney companies and Chimney Savers was the only one to return my call.  They showed up on time, were pleasant, courteous and professional.  The technician went right to work, and after showed me the before and after photo's.  I highly recommend Chimney Savers.",0
Small bar tucked away in Harmony Lot in the center of Brattleboro; good prices for the beer available,0
"Great people, good prices",0
"Staff is very friendly and talkative, most seem to know a lot about the animals, Animals are treated the petco standard: just barely well enough to live and sell, they seem to be out of animals often but I guess thats a normal thing. Fun to go in and pet the cats occasionally.",0
Casual dining with friendly staff and good food.,0
They are a top notch deli. Everywhere l go people know Gills. There help have been there for as long as l can remember. It’s got to be a great place to work the help are so very pleasant and good at what they do. It always busy and super fresh. It’s the best deli every.,0
Food was a little on the cold side. Service was less than friendly.,0
Very dirty.  Gluey soggy falafel.,0
I forget the guys name but he was excellent  he knew a lot about the parts I needed and gave relevant advice.,0
Great,0
This is a great place to go when you are searching for any kind of community resources.,0
"Very helpful workers, and nice quality footwear",0
"Good food, wonderful atmosphere and the cookies are delicious.",0
Super prices and friendly staff!,0
Absolutely Love This Place!!! Amazing Maple Creemees!! Definitely worth the drive!!!,0
Defiantly worth the drive great place. Knowledgeable staff were able to answer any questions I had would definitely recommend.,0
"Big box store for crafty stuff.  Parking a bit tricky and nothing else to really walk to, so it is what it is.  Like going to a Home Depot for crafts.",0
What can I say except that the staff are very friendly and very professional and the doctors are fantastic they really care about the animals and their care I highly recommend them to anyone who wants to find a veterinarian for their animals,0
Great beer great service! Thanks for letting us #YangGang hang for Andrew Yang!,0
Yes I like the Dollar general store it's right near me.nice people work there.,0
Hilly country club. Feels like you are playing on a mountain.,0
The public arts center. Free movies every Tuesday! Performance theaters. Walk through the jungle hallway.  There's a Skinny Pancake restaurant here with live music and comedy nights. A Must See destination!,0
Food was fresh and plenty of room,0
The absolute best local hardware store you can find.  Great prices.  Well trained staff members.  And they always greet you with a smile.,0
Take your kids on a y given night. Awesome. Great date night too!,0
"They always treat me well, very nice to do business with.",0
Friendly and clean. Wait time can very if you do t use self checkout,0
My old stomping grounds. I really wish the Waterbury 4th of July was still in these fields!,0
"Have to be careful in some areas, because of this past winter there a some narrow parts on causeway.
Besides that its BEAUTIFUL",0
Consistently great food and drink. Always treated like family. Nice people providing great service.,0
"Had a very good experience with this dealership, highly recommend them.  Never felt pressured into making a decision , jim howe a great guy and sales man. Faith auto a Big thumbs up!!
Thank you",0
"Good food, at a reasonable price.",0
Very nice store. It has what you need.,0
"You'll be hard pressed to find a better staff of people..
Happy people make good food...
Party on Garth!!!😎😎😎🍻🍻🍻",0
Best subs in rutland,0
"Went here for all-you-can-eat brunch. It was very much...okay. None of the food options were anything to shout about but it was good and filled my belly. The bloody Mary is decent and the staff was friendly. The decor is awful, the whole place and everything in it is just so BIG, I'm not sure what ""look"" they're going for...truth be told, I don't think they are either.",0
"The worst customer service I've encountered. I sat at the window for 3 minutes waiting to be told that they got my order and when she finally came back gave me attitude ""your all set"". At the window she had shoved the straws in my face. Didn't speak to me at all but had no problem giving me a rude face. The bag had a whole in the bottom and couldn't take 2 seconds to just get a new bag. Rolled her eyes as I drove away. What happened to customer service!? Yikes..... Management needs to fix their staff ASAP....",0
"This place is a rip off, doeasnt work half the time,doeasnt seem like the owner cares about the customers,",0
"If I could rate this place lower I would. NEVER gets the orders correct no matter what it is. Everyone is walking around like they have no clue what is going on. I can't believe they are still open, but it's probably because they know they're the only ""fast food chicken"" in town so they don't care.",0
Everything under the sun if you're looking for hardware. Great grocery select! Best of all.... Julie makes the best BREAKFAST BURRITO in Vermont!!!,0
"Staff is amazing, courteous, clean, and speaks with you donyou know what is going on. They work efficiently and effectively, and you never have to worry. Top quality service all around!!",0
Awesome customer service,0
Good quick food.  Love the soups and bread,0
Good meat packages. A little expensive. A little bit of everything,0
Good grinders,0
"Great food, New Orleans flair",0
"Super friendly service!
They have just about everything you need. Fresh meats and fresh frozen seafood.",0
"I always love coming here, only get to visit every few months. Always get the lemon pound cake. And Salted caramel anything.",0
"We ate here last night for my birthday and everything was delicious, we tried four different dishes and a couple appetizers. The  crispy duck curry was a highlight for sure. So glad to have such high quality thai cuisine in VT, cant wait to come back and try more.",0
Nice place to fish or swim,0
My kid's love going on this trail. Always amazed by the quarries.,0
One of my favorite little local shops. Perfect for gift shopping or treating yourself.,0
Been coming here on a regular basis for three years.  Excellent service and good food selection.  Great wine selection in the basement and natural food store.,0
"Good home cooked breakfast with great portions. Definitely a good place to pickup some food. Reasonably priced. They also sell syrup ""hence sugarhouse"" and other VT knickknacks.

Matt",0
It's ok.,0
"Great place to hike, bike, play sports, skate, skateboard, hangout.",0
"Excellent choice for beer, food and wine...plus the twin peaks connection!!",0
Great Asain market with lots of things to choose from! Their vegetable prices are fantastic!,0
Great deli,0
Great place,0
Went last night and I will never go again I asked how fresh the fish was and was told that that day fresh .  Come to find out it's fresh from the freezer of costco.  Spend like 50 bucks on food the shrimp were hard and stringy. The fish (cod) was greasy and had a faint sent of ammonia smell to it. Threw it all out and ended up on the toilet for 3 hours. Should have known better I'm chef and there was no one in the place at peak dinner time on Saturday. The one star I did give was they had masks on and offered sanitizer at door.,0
Would eat Frostys again!,0
"Great food, reasonable prices, and quick service. What's not to love",0
This store is awesome. Great prices for meat. The staff is very friendly,0
"Comfortable, historic, plenty of leg room for a taller guy",0
Had the parts on hand I was buying for my close friend for her car...very informed people work there....help alot....,0
Gorgeous food and cocktails,0
"(Forgot to fill this out) Amazing food, great drinks, and perfect staff! The menu is a bit carb heavy but its a grilled cheese restaurant, what else can you do! (Edit: I'll add some pictures next time I visit.)",0
"Delicious snack bar style food! Quick but good quality. Absolutely delicious milkshakes in thin, medium or thick!! Try it, you won't regret it!",0
One issue with the food other then that a perfect visit,0
Clean and spacious area. Good for day trip,0
Best iced coffee on town,0
The maple cotton candy was one of the most delicious things I've ever had!,0
Best bagels in Burlington!,0
Very nice and helpful people.,0
Everything is a dollar,0
Weird vibe and strange attitudes about their vehicles.,0
"Very good food. Homemade bread great waitress!!
Went back again and it was awesome! Probably the best eggs Benedict I have had in a long time!",0
Pete the owner is the nicest guy you could ever meet.  He gives great deals on the furniture.,0
Nice place!,0
"Great good, hard working staff",0
"Enjoyed it. I thought this would accept National parks passport, did not. It was very nice.",0
Quick friendly service,0
"As always great!!! Great food, great portions!",0
"Don't drink coffee so my rating is strickly on their food - good/fresh food. Decent prices, a tad pricey but you are paying for fresh food. The people I was with got coffee and were happy with it (both times). My only complaint...there was food sitting out on the counter. People are not always as germ-aware as I am but I would never eat that. Someone could have sneezed on it, touched it...you never know!",0
All was wonderful.,0
My car is still dirty and has what looks like brush Mark's on it in the dirt.,0
"Friendly owner. Lots of cool products. Was in looking for meal reply drinks, and there were quite a few to pick from. Thanks for your help!",0
"Always friendly staff, great prices, have to choose your visits carefully, can get busy quickly",0
Great pizza and pies!,0
Stopped here after a funeral. While the reason for being here was a sad one the place was AMAZING. Ordered the taco salad and was not disappointed. Also has a cozy Proctor feeling to it which was a massive plus. 10/10 Will come back.,0
They always make my coffee wrong,0
"Great food selection, good deli food and fresh veggies/fruit!",0
"Often very rude customer service. For example, called a cab for a friend and they answered and said sarcastically, ""Thanks for calling about forty times, the cab will be there soon..."" And continued rudely about how many times they'd already been called, even though I had no idea that they'd already been called for this person. Have had multiple experiences with them being short with me and overall extremely rude. Would like to see some change in their customer service or else will be taking much if their business elsewhere.",0
"Great grocery with fresh produce, good selection of fresh meats and fish. Finally has wifi!",0
Fun place good yogurt. Could use more yogurt options.,0
"Staff is friendly but they desperately need more help in the mornings. 3 employees trying to handle the morning rush doesn't work. They're constantly around 12% on the drive thru, so I usually have to go inside.",0
Yum!,0
My local favorite place to eat.,0
"The B.L.T. is forever my favorite, but they have many delicious choices of sandwiches and short-order food from their deli. The sandwiches are the best part though. If you’re in the area and craving one, give them a try, I promise you’ll be back too. Great folks, quick service.",0
Great local head shop. Huge variety of local artists work.,0
It's like a trip to the tropics! I don't even have to want something to enjoy this place!,0
"Love this place, like family",0
Very clean and friendly,0
Good everything,0
"Choose your purchase wisely, it's expensive here",0
Super great,0
"A little crowded, a little noisy, but that's because the food is amazing and people flock here to eat. Creative dishes and tried and true foods satisfy foodies and toddlers. The staff is friendly and fun. Can't recommended Firebird enough. Beware the crowded driveway and parking lot, though.",0
"It's really a 3.5. The real wood fire is awesome creating a 70s and 80s apres ski feel that is the point and essence of a mountain tavern. Good job. The drinks were generous, my wife got the fillet and it was delicious and well cooked, but it came with potato salad which confused her. I was choosing between the NY strip and the special Ribeye and when I asked I was told if I got the Ribeye I should get it med or above, which  threw me, so I got the NY Strip which was good in the middle but not the ends. We used the local coupon which gave us a significant discount, thank you.",0
We ordered some yummy chocolates and picked them up today. 😋,0
Friendly staff.,0
"Our go to place for supplies year round. Great employees, always polite and willing to assist customers, fair pricing and a great selection of items.",0
Very good food,0
Great food,0
Great local place for shopping.,0
Paige is a great stylist!!!  She is super easy to work with.... tell her I sent you!!!🙂😉👍🏼,0
Good food,0
"Wonderful experience & products, always worth a stop in.",0
Great food and staff. Always a good meal,0
Always a good place 4 a quick meal,0
Always super busy here but great variety of food,0
One of the best places to get very good pizza at but the price of the pizza is very expensive $13 for a large cheese it can go all the way up to 20 bucks for one pizza depending on the toppings you get in general it's expensive eating here but good food,0
"Very nice laundromat 👍😎

If you are looking for a clean laundromat with efficient machines that do a great job washing your clothes.

This is the place to be.
This location does a very good job maintaining their machine also keeping up with sanitization of the entire building for your safety.

Thank you ""Lamoille Laundry Center"" for doing such a great job especially during our time of need.

I would highly recommend you try this laundromat out if it's close to you.

Wheelchair accessible.

Plenty of laundry carts available.

These machines are fitted with card readers and or coins. Whichever your preference is.

Plenty of washers and dryers to go around.

Small loaders also they have a extra large washer for sheets / comforters.

Soap is available for purchase in the back.

Plenty of folding tables available.

Come check it out 😎👍👍

Must wear your mask at all times 😉

Stay safe and have a wonderful day 😃",0
"We stopped in here while staying in Woodstock, Vermont. The pizza was so good we had to come back again the next day! Yes, it's that good. Cold drafts, great caprese salads, the typical pizza joint menu goes on and it is worthy of your appetite and wallet. Next time we are in the area we will be back again! The old blue Model A car parked out front next door is a give away that you found this place! Our 1st meal cost us $ 57 and our 2nd meal was $ 40, both before tip.",0
"Great service, relaxed hangout vibe, and interesting drinks but a lack of variety and really without many options to bring me back.  As much as I enjoyed the first experience I really probably can't see a reason to go back.",0
It's a beautiful little state park but you really have to look for it. There is no real signage until you are actually at the park. Worth it to find.,0
"Not a mall. A food market, Walmart and a few small stores and pizza place ( good pizza)",0
So I really like the staff and products despite their fake sales all the time. The one thing I'd say is literally every time I go there it smells like pure poop. I don't know if someone has a bad farther issue or their bathroom is in the showroom but it's bad.,0
"Short staffed today and coffee lukewarm, but great food and friendly staff.",0
"my partner and I have come here a couple times now--we're vegetarians and there is a good selection for us, although I wish they had some kind of vegetarian protein for pizzas etc. the last time we visited we enjoyed a mushroom pizza, a house salad, and the king's cup dip. friendly staff.",0
Favorite breakfast spot currently.  This place rocks.  Super cozy and warm.  Great food and ambiance.,0
Best pet supplies in Chittenden County. Locally owned too!,0
"Good food, good price. I only get delivery. They lose points due to aluminum food containers that are to thin and hard to eat from. I always have to put the food in my normal plates.",0
I have gotten tires here several times for different cars.  The pricing is competitive and the staff friendly and helpful.,0
Great food and great service. Will be back again.,0
"The food was very good and we really liked the atmosphere.  This was an accidental find, and so happy that we discovered it. We hear that the brunch is great but haven't made it yet.",0
"If you need your dog groomed this is the best place. Wonderful staff,friendly and very competent.Thank you for taking such good care of my dog.",0
Service is slow and is over crowded,0
Bad service worse food. My fillet was like eating a shoe. The pilaf was mushy greasy and lacking seasoning. I am still waiting in my dinner salad.,0
"One of Rutland Vermont's finest farmer's market in the summer and winter months.  The variety of food, garden veggies, maple syrup, jewelry. soaps, whiskey,  and so much more.  Try it out!",0
Ummm.. they make you wait 15min AND no public restroom.  WTH?  Lady told me to go use McDonald's restroom. I won't be back.,0
Great place to take the kids!,0
"Crowded, but they have everything!!",0
Easy and quick drop off. They helped me back up and reposition my truck/trailer after I pulled into the wrong driveway. Friendly and helpful staff. We will use them again when we move.,0
Mmmmm nachos :),0
"Food is decent,delivery time is ridiculous.. Always over an hour by the time you get your food it's barely warm",0
A Cafe. Limited menu and good fare. Service is spotty from inexperienced staff.,0
"Kids enjoyed animals. Other activities were either late start and no start. Had to waste time walking back to gate due to needless under 5 bracelet confusion between Fair and Rides. Seemed whole event's goal was max profits with little concern for customer satisfaction. CS booths and consistent music on main way would have been great.

The metal castle walk through needs time up the loud banging issue made it not so fun. Little kids rides almost all faced beating sun with the moving seat also facing sun. Not so bad once sun started to go down. Zero games for little ones. Few games over all.

Sadly Rides staff were visibly unhappy. Gate younger staff were 'unsure' and not real happy ""have a great time thanks for coming"".

Had some amazing Maple Cotton Candy and a fun Hot Air Balloon Ride. Really awesome farm animals.",0
Great fishing selection,0
Great job. Got me in and out.,0
"Wendys is always a great choice.   Great hamburgers and chili.    This Wendys alway has alot of new employees , so service can tend to be slower.  But the food is always hot and good.",0
Nice little village to hang out in after a day of skiing. Everything is extremely expensive.,0
They were very helpful to me,0
Good service,0
"Yearly visit to Jay for skiing, swimming and relaxing.  Really can't beat the price or the experience. The staff are friendly and attentive. The skiing is fabulous. My ownly minor complaint is the food isn't the greatest. In fact we cooked all our meals in our Cabin this year. Regardless it is a great place for family fun!",0
"One of the best breweries in Vermont, possibly the country!",0
"Great people, great service",0
"The place was almost empty, but it took almost ten minutes to seat us. 25 minutes later, after others had been seated and served, we hadn't been waited on. We - 3 ladies in our 60's- left. We will not be back here...ever.",0
The most amazing Veterinary staff. My dog has been lucky to have been seen and cared for by them. I would rate 10 stars if possible.,0
Friendly staff nice and convenient hotel,0
"Beautiful with a ton of things to do! Excellent playground, large pool with a slide, skateboard park, sports field, and a self guided nature walk. Come around Christmas for beautiful lights! My family picks up a pizza at little Cesar's, has a nice picnic, and then plays!",0
Very slow 🐌 nd both DRIVE THRU &  COUNTER always RING UP ur order correctly but NEVER seem 2 BE able 2 put the correct food in ur bags!! WTH,0
"Outstanding  service, and they do an awesome job with their food.",0
I've been going here since moving to Burlington about 6 months ago. Jeremy always gives me exactly the hair cut or beard trim I'm looking for and is very professional. I've only had my hair cut by him but the other staff have all been friendly too.,0
Lip piercing crooked,0
Nice place to stop and gas up. Easy access to I89.,0
Great work quality,0
"Nice atmosphere, good date spot, veggie panini was yummy!",0
Jintina's massages are the best; She is truly a master at her craft! She takes the time to understand your preferences and customizes her treatments for you. You will not be disappointed!!,0
great place with good rates,0
"Small town fair. There isn't a ton of things to do, but it's fun anyway.",0
"Everything I need from a grocer store. Deli, produce,  and liquor stock many local oferings!",0
A great place for inexpensive craft items and brand name household cleaning products.,0
Overpriced,0
"Average experience, but great if you're looking for a quick coffee!",0
Delicious little diner,0
Food is extremely salty and very expensive.,0
"Always Helpful & Pleasant
They go the extra to help you out or find what you need. Thanks Guys!",0
"In rain, shine, or snow, the causeway is a Vermont gem. The only time it sucks is when it's really windy.",0
"Considering the times this is a first class legion. Offering lunch every day the are a wonderful example "" there for the members"" and community. They are having a BBQ for the fourth. Worth the visit. A stop for us always when in the area.",0
"Update: I made the mistake of using Twisted Wrench again and this time they really messed up.  They did about $300 worth of repairs that were never estimated, quoted, or approved.  I was selling the car later that day so accepted a $100 ""whoops"" discount.  They do good work and are good people, but really fail when it comes to communication and attention to detail.

Original review from ~2016:
Three stars for three strikes.  It hurts me to finally write this review--about 2 or 3 years ago this shop took a sudden turn and lost its attention to detail.  My past three visits have all been frustrating--never a major issue, but poor communication, oversight, and dropping the ball.",0
Excellent selection of UVM related clothing and accessories.,0
